assessment_score,current_proficiency,required_proficiency,gap_percent,project_count,certification_count,role_importance,skill_category,gap_level
76.69,84.19,80.79,0.0,0,1,1.0,Data Science,LOW
33.65,35.51,56.01,36.61,2,0,1.0,General,MEDIUM
58.28,45.98,69.13,33.49,3,1,0.757,Software Engineering,MEDIUM
69.01,54.02,62.52,13.61,0,0,0.793,Testing,LOW
42.86,46.0,76.79,40.09,6,1,0.636,Security,MEDIUM
4.64,15.52,70.71,78.05,0,0,1.0,Database,HIGH
45.02,50.67,65.49,22.63,1,0,0.852,Programming,MEDIUM
27.52,22.93,66.42,65.47,0,2,1.0,Backend,HIGH
41.11,35.59,52.11,31.7,0,0,0.899,Testing,MEDIUM
51.99,50.89,75.07,32.2,2,0,0.794,DevOps,MEDIUM
38.14,41.53,74.1,43.95,0,0,1.0,General,MEDIUM
0.0,15.29,74.2,79.4,0,0,1.0,Database,HIGH
54.06,36.86,63.97,42.38,0,1,0.951,General,MEDIUM
47.85,43.38,74.01,41.39,1,0,0.705,Database,MEDIUM
42.94,55.91,65.77,14.99,1,0,0.862,Testing,LOW
63.19,51.88,84.11,38.32,0,0,1.0,Software Engineering,MEDIUM
22.16,23.86,67.63,64.72,0,0,0.958,Software Engineering,HIGH
35.57,42.69,67.46,36.72,2,0,1.0,Security,MEDIUM
56.04,59.39,67.59,12.12,0,2,0.74,Database,LOW
48.87,39.57,75.99,47.93,1,0,0.897,Artificial Intelligence,MEDIUM
6.06,20.68,58.82,64.85,1,1,0.853,General,HIGH
29.29,30.83,72.83,57.66,2,1,0.987,Database,HIGH
46.04,48.77,75.97,35.81,0,0,0.815,Backend,MEDIUM
94.69,86.54,75.71,0.0,1,1,0.911,Backend,LOW
0.0,10.76,74.24,85.51,2,0,1.0,General,HIGH
69.27,71.03,71.4,0.51,0,0,0.766,Database,LOW
48.36,46.98,83.77,43.93,1,0,1.0,Data Science,MEDIUM
41.84,36.45,63.61,42.7,0,0,0.915,Testing,MEDIUM
20.28,23.51,85.32,72.44,2,1,0.802,Database,HIGH
34.46,35.52,57.41,38.12,5,0,1.0,Testing,MEDIUM
22.59,43.11,61.03,29.36,1,0,0.627,Software Engineering,MEDIUM
41.95,36.69,76.75,52.2,0,2,0.717,Data Science,HIGH
0.0,13.24,76.15,82.61,1,0,1.0,Artificial Intelligence,HIGH
44.67,40.34,67.15,39.92,0,0,0.942,Database,MEDIUM
71.35,63.94,90.14,29.07,0,1,1.0,General,MEDIUM
21.91,30.84,56.65,45.57,1,0,0.966,Data Science,MEDIUM
43.42,41.79,72.69,42.51,1,1,0.931,Programming,MEDIUM
55.8,54.1,67.14,19.43,1,0,0.948,Security,LOW
40.8,56.34,81.54,30.91,0,0,0.785,Database,MEDIUM
51.24,64.04,83.32,23.15,1,2,1.0,Data Science,MEDIUM
79.06,83.46,77.51,0.0,0,2,0.96,Data Science,LOW
10.57,26.84,61.1,56.07,1,0,0.775,Testing,HIGH
52.64,53.56,86.16,37.83,0,2,0.961,Database,MEDIUM
60.65,68.28,84.56,19.26,0,0,0.953,DevOps,LOW
41.06,36.7,71.1,48.39,2,1,1.0,Software Engineering,MEDIUM
45.15,49.51,71.31,30.57,2,1,1.0,Software Engineering,MEDIUM
70.48,67.62,69.3,2.42,1,1,0.908,Database,LOW
53.65,50.79,83.65,39.29,2,1,1.0,Security,MEDIUM
18.3,32.48,58.7,44.67,2,0,1.0,Software Engineering,MEDIUM
50.95,41.3,66.38,37.79,1,0,0.963,Testing,MEDIUM
8.48,21.74,76.24,71.49,0,1,0.97,General,HIGH
25.33,21.42,45.58,52.99,2,0,0.738,Testing,HIGH
86.36,81.73,72.37,0.0,2,2,0.77,Data Science,LOW
11.23,19.55,86.11,77.3,0,0,0.764,General,HIGH
58.55,60.42,82.12,26.42,1,0,1.0,Testing,MEDIUM
48.97,47.49,87.64,45.81,2,1,0.975,Programming,MEDIUM
35.98,35.96,71.73,49.87,0,0,0.88,Programming,MEDIUM
45.3,54.41,67.07,18.87,0,1,0.573,Programming,LOW
29.2,30.31,70.32,56.9,0,1,1.0,Software Engineering,HIGH
4.26,0.0,57.0,100.0,2,0,0.889,Database,HIGH
46.39,56.64,62.2,8.94,1,2,0.815,Artificial Intelligence,LOW
67.44,71.3,70.32,0.0,1,1,0.93,Programming,LOW
76.4,84.26,88.12,4.37,6,1,0.872,Artificial Intelligence,LOW
48.68,52.04,61.83,15.84,2,0,1.0,Testing,LOW
95.73,96.07,86.32,0.0,2,0,0.827,Software Engineering,LOW
46.39,44.99,81.11,44.53,1,0,0.814,Testing,MEDIUM
70.76,60.71,60.18,0.0,0,0,1.0,Testing,LOW
0.0,15.62,76.74,79.65,1,1,0.908,Security,HIGH
16.47,24.75,88.47,72.02,0,0,0.809,Database,HIGH
40.65,35.85,57.2,37.33,1,0,1.0,Security,MEDIUM
2.99,7.57,94.81,92.02,0,0,0.91,Software Engineering,HIGH
78.19,77.02,94.63,18.6,3,1,1.0,Data Science,LOW
26.91,27.3,75.47,63.82,0,0,0.98,Artificial Intelligence,HIGH
18.36,15.86,75.0,78.86,0,1,0.856,Backend,HIGH
62.18,61.92,64.42,3.88,2,1,0.814,Programming,LOW
31.79,32.04,69.04,53.59,1,0,1.0,Programming,HIGH
71.53,76.03,67.75,0.0,0,0,0.983,Programming,LOW
18.93,29.58,61.64,52.02,0,0,0.757,Software Engineering,HIGH
42.2,38.2,77.48,50.7,0,0,0.934,Software Engineering,HIGH
50.75,50.61,80.0,36.73,1,0,0.819,Backend,MEDIUM
65.81,60.54,76.68,21.05,0,0,0.963,DevOps,MEDIUM
39.41,36.61,62.51,41.43,0,0,0.796,Testing,MEDIUM
100.0,92.94,71.17,0.0,2,0,1.0,Data Science,LOW
0.0,0.0,68.7,100.0,0,0,0.971,Programming,HIGH
53.6,45.95,62.42,26.38,0,1,1.0,Backend,MEDIUM
79.4,79.41,93.41,14.99,1,0,0.991,Artificial Intelligence,LOW
56.26,55.1,87.94,37.35,1,1,1.0,Data Science,MEDIUM
9.54,22.43,71.5,68.63,1,0,1.0,General,HIGH
26.35,28.47,62.45,54.41,1,1,1.0,Artificial Intelligence,HIGH
23.38,15.38,67.87,77.33,1,1,0.939,Backend,HIGH
26.61,30.68,74.49,58.81,1,3,0.97,Data Science,HIGH
25.18,28.72,66.32,56.7,1,0,0.913,General,HIGH
52.19,61.62,73.99,16.72,2,1,1.0,Artificial Intelligence,LOW
79.02,74.13,75.0,1.16,1,1,1.0,Artificial Intelligence,LOW
30.48,50.01,63.54,21.3,3,1,0.829,General,MEDIUM
27.6,30.05,61.84,51.41,1,2,1.0,General,HIGH
73.98,62.78,69.33,9.45,0,1,1.0,DevOps,LOW
29.0,35.34,65.8,46.29,2,2,0.941,Programming,MEDIUM
51.58,53.05,79.27,33.08,1,1,0.798,Software Engineering,MEDIUM
42.44,41.5,59.24,29.95,1,0,0.713,DevOps,MEDIUM
48.73,44.47,67.8,34.41,3,0,0.63,Data Science,MEDIUM
14.64,13.67,66.09,79.32,1,0,0.83,Testing,HIGH
68.97,75.37,79.25,4.89,3,2,0.775,Artificial Intelligence,LOW
11.1,14.9,63.42,76.51,2,1,0.794,General,HIGH
32.25,40.79,72.02,43.37,0,0,0.825,DevOps,MEDIUM
8.5,17.22,77.62,77.81,0,0,0.878,General,HIGH
67.27,67.99,62.1,0.0,1,2,0.646,Programming,LOW
68.42,69.16,78.14,11.49,0,0,0.85,Database,LOW
52.96,60.42,75.74,20.23,1,1,0.696,Backend,MEDIUM
24.17,26.35,51.43,48.76,0,1,0.893,Database,MEDIUM
93.9,89.48,97.73,8.44,0,0,1.0,Artificial Intelligence,LOW
42.3,44.62,60.81,26.62,1,2,0.789,Database,MEDIUM
37.81,37.87,66.58,43.12,2,0,0.81,Data Science,MEDIUM
48.29,36.84,62.04,40.61,2,2,0.923,DevOps,MEDIUM
10.7,5.41,80.45,93.28,1,0,1.0,DevOps,HIGH
48.39,54.25,87.08,37.7,2,0,1.0,Backend,MEDIUM
53.71,53.64,64.23,16.48,0,0,0.824,Backend,LOW
35.64,38.64,62.92,38.58,0,1,1.0,Database,MEDIUM
66.15,65.8,80.46,18.22,1,0,0.884,Backend,LOW
26.14,26.46,65.2,59.42,2,0,0.779,Programming,HIGH
40.74,37.51,79.07,52.56,1,0,0.927,Software Engineering,HIGH
93.47,90.94,84.93,0.0,1,0,0.952,Backend,LOW
40.75,48.59,87.54,44.49,1,1,1.0,Security,MEDIUM
86.9,71.61,64.65,0.0,0,2,0.851,Database,LOW
83.46,70.0,79.01,11.41,1,0,0.863,General,LOW
58.52,53.46,78.37,31.78,1,0,0.803,Database,MEDIUM
45.43,40.97,71.28,42.53,3,0,0.779,Programming,MEDIUM
42.06,30.63,66.5,53.93,0,0,0.994,Artificial Intelligence,HIGH
29.46,30.87,68.01,54.62,3,1,0.86,Testing,HIGH
43.42,40.54,72.44,44.03,4,0,0.782,Artificial Intelligence,MEDIUM
51.31,53.81,90.09,40.27,2,1,0.837,General,MEDIUM
58.66,54.61,71.8,23.93,3,1,1.0,Programming,MEDIUM
63.27,63.77,86.57,26.33,2,0,1.0,Testing,MEDIUM
26.01,15.68,74.07,78.83,0,0,1.0,DevOps,HIGH
6.14,24.5,54.89,55.36,2,1,0.79,Programming,HIGH
18.49,25.22,69.78,63.85,0,0,0.793,Software Engineering,HIGH
56.64,61.66,64.05,3.73,2,0,0.982,Security,LOW
59.2,54.17,68.86,21.32,1,0,1.0,Database,MEDIUM
61.26,55.19,49.41,0.0,3,2,1.0,Software Engineering,LOW
43.53,33.27,60.13,44.67,0,1,1.0,Programming,MEDIUM
34.55,41.41,71.96,42.45,1,0,0.821,Security,MEDIUM
66.81,60.75,87.08,30.24,1,0,0.918,Security,MEDIUM
18.39,34.3,75.9,54.81,1,0,1.0,DevOps,HIGH
54.82,36.28,72.17,49.73,1,0,0.923,Database,MEDIUM
68.48,72.81,84.6,13.94,0,0,0.686,Software Engineering,LOW
69.58,58.97,78.6,24.97,0,1,0.968,Backend,MEDIUM
28.49,24.57,58.9,58.29,1,2,0.865,Artificial Intelligence,HIGH
31.64,28.67,74.73,61.63,1,1,0.927,Programming,HIGH
19.27,11.46,76.82,85.08,0,1,1.0,Database,HIGH
34.03,36.86,59.13,37.66,3,0,0.848,Programming,MEDIUM
20.4,33.89,70.34,51.82,1,0,1.0,Testing,HIGH
67.57,61.78,79.63,22.41,1,0,0.961,Database,MEDIUM
41.31,47.31,75.83,37.61,2,1,0.964,Data Science,MEDIUM
69.57,60.49,67.57,10.47,1,0,0.931,Data Science,LOW
34.06,28.12,70.31,60.01,2,0,0.882,Backend,HIGH
26.23,31.55,76.75,58.89,1,0,0.677,Programming,HIGH
18.51,31.49,73.9,57.39,5,1,0.883,Testing,HIGH
74.63,70.22,73.02,3.85,1,0,0.816,Testing,LOW
55.96,49.82,65.2,23.58,0,1,0.854,DevOps,MEDIUM
34.0,34.89,80.28,56.54,1,0,1.0,Data Science,HIGH
25.2,33.62,64.98,48.26,0,0,0.968,Programming,MEDIUM
28.77,33.42,84.34,60.37,0,0,0.713,General,HIGH
56.57,55.07,67.75,18.72,1,0,0.833,Programming,LOW
54.62,65.33,70.92,7.88,5,1,0.988,Programming,LOW
42.7,42.15,74.64,43.52,3,2,0.971,Backend,MEDIUM
45.17,47.28,61.61,23.26,1,1,0.867,Security,MEDIUM
68.79,67.78,65.2,0.0,1,0,1.0,Programming,LOW
73.83,80.75,62.59,0.0,2,1,0.68,Testing,LOW
34.71,32.2,65.06,50.51,0,0,0.913,Software Engineering,HIGH
28.57,30.91,80.49,61.59,0,1,1.0,Programming,HIGH
52.72,46.12,58.24,20.81,0,0,0.93,Security,MEDIUM
36.71,41.24,71.35,42.2,0,1,0.86,DevOps,MEDIUM
7.15,26.03,61.85,57.92,1,0,0.829,DevOps,HIGH
56.42,57.03,59.16,3.61,2,0,0.766,Database,LOW
54.21,37.96,75.44,49.67,2,0,0.745,Software Engineering,MEDIUM
11.26,14.13,76.16,81.44,3,1,0.833,Software Engineering,HIGH
28.47,29.55,60.19,50.9,0,0,1.0,Database,HIGH
60.28,37.19,72.46,48.68,1,0,0.882,DevOps,MEDIUM
64.2,67.88,80.43,15.61,1,1,0.887,Data Science,LOW
49.16,45.99,66.5,30.84,1,0,0.966,Data Science,MEDIUM
81.93,100.0,86.62,0.0,1,1,0.928,Programming,LOW
49.0,42.49,68.35,37.83,2,0,0.839,Database,MEDIUM
50.92,42.78,80.22,46.67,1,0,0.914,Testing,MEDIUM
25.79,24.72,59.32,58.32,1,0,1.0,DevOps,HIGH
60.11,60.43,78.36,22.88,0,2,0.96,Database,MEDIUM
22.79,23.58,65.97,64.26,1,0,1.0,General,HIGH
69.44,58.71,74.82,21.53,0,1,0.885,Programming,MEDIUM
36.68,39.1,71.1,45.01,2,1,0.9,Programming,MEDIUM
10.37,14.43,64.75,77.71,2,0,0.852,Security,HIGH
39.09,46.91,64.98,27.82,0,0,0.84,Database,MEDIUM
36.17,39.33,66.72,41.05,2,0,0.802,Backend,MEDIUM
23.58,12.2,80.25,84.8,0,0,0.954,Database,HIGH
13.99,13.22,63.09,79.04,0,0,0.789,Programming,HIGH
29.83,38.47,69.78,44.88,1,0,0.746,Artificial Intelligence,MEDIUM
57.82,59.16,75.37,21.51,0,0,0.839,General,MEDIUM
57.75,57.61,75.83,24.03,1,2,0.953,Programming,MEDIUM
72.97,65.25,76.7,14.93,4,0,1.0,Database,LOW
47.26,42.46,66.07,35.74,1,0,0.952,Backend,MEDIUM
34.17,34.17,59.75,42.82,0,1,0.952,Artificial Intelligence,MEDIUM
60.78,64.04,70.55,9.23,1,2,0.893,Backend,LOW
90.88,84.66,67.03,0.0,1,0,0.786,Security,LOW
65.83,58.57,77.15,24.08,0,1,0.852,General,MEDIUM
36.46,36.11,92.42,60.93,1,0,0.871,Software Engineering,HIGH
35.55,41.09,72.15,43.04,2,1,0.915,Backend,MEDIUM
42.97,30.92,64.39,51.98,0,0,0.924,Backend,HIGH
59.18,56.33,68.46,17.72,1,1,0.998,Backend,LOW
32.81,30.74,76.46,59.79,2,0,0.993,Software Engineering,HIGH
38.79,42.63,68.75,37.99,2,1,0.943,Software Engineering,MEDIUM
3.96,0.36,79.2,99.54,0,0,1.0,Artificial Intelligence,HIGH
36.04,34.8,62.72,44.53,0,1,0.8,Security,MEDIUM
51.23,46.83,69.34,32.47,3,2,0.953,General,MEDIUM
9.51,15.13,63.45,76.16,1,0,0.803,Database,HIGH
56.29,59.11,79.85,25.97,1,0,0.962,General,MEDIUM
30.08,38.81,82.23,52.81,2,0,1.0,DevOps,HIGH
43.94,39.06,64.73,39.66,1,0,0.811,Artificial Intelligence,MEDIUM
61.97,51.68,89.84,42.48,2,0,0.962,Database,MEDIUM
24.97,26.67,81.62,67.33,0,0,0.962,Programming,HIGH
4.97,24.64,73.82,66.62,0,0,0.797,Security,HIGH
57.59,59.39,87.2,31.9,0,0,1.0,Software Engineering,MEDIUM
0.0,0.6,69.59,99.13,1,0,1.0,Testing,HIGH
26.46,31.46,75.22,58.18,2,1,0.778,General,HIGH
66.52,68.94,79.31,13.07,2,0,0.876,Database,LOW
66.68,62.78,69.5,9.67,1,1,0.934,Artificial Intelligence,LOW
46.22,37.27,80.4,53.65,1,0,1.0,Testing,HIGH
30.5,44.09,70.84,37.76,1,1,1.0,General,MEDIUM
15.54,15.33,66.33,76.89,2,1,1.0,DevOps,HIGH
59.59,70.89,69.48,0.0,2,2,0.894,Data Science,LOW
56.12,63.19,61.8,0.0,2,2,0.799,Database,LOW
10.02,18.97,83.42,77.26,0,0,1.0,General,HIGH
19.64,33.28,88.62,62.45,0,0,0.916,Testing,HIGH
66.7,52.9,64.5,17.98,0,0,0.874,DevOps,LOW
81.3,70.54,69.27,0.0,1,0,0.871,Artificial Intelligence,LOW
31.71,30.93,64.75,52.23,0,0,1.0,Database,HIGH
46.49,45.46,60.55,24.93,2,0,0.983,Testing,MEDIUM
14.14,21.07,64.23,67.19,0,0,0.769,Testing,HIGH
79.26,81.71,77.23,0.0,1,0,0.758,Backend,LOW
19.77,23.69,78.3,69.74,1,0,0.936,Security,HIGH
42.03,55.82,81.54,31.55,1,2,1.0,General,MEDIUM
41.34,44.74,75.56,40.79,2,1,0.999,Programming,MEDIUM
36.38,39.55,75.4,47.54,1,1,0.688,Backend,MEDIUM
0.48,11.34,78.6,85.58,0,1,1.0,Data Science,HIGH
18.08,11.81,60.99,80.64,0,1,0.832,Database,HIGH
61.18,53.19,52.96,0.0,1,0,0.922,Data Science,LOW
16.03,23.7,71.62,66.9,0,2,0.908,DevOps,HIGH
20.17,20.44,69.33,70.52,1,0,1.0,Software Engineering,HIGH
24.52,35.75,77.96,54.14,0,0,0.819,Database,HIGH
36.28,36.15,47.85,24.44,1,1,1.0,Data Science,MEDIUM
41.04,35.78,62.46,42.72,0,0,0.898,Software Engineering,MEDIUM
48.44,53.39,83.11,35.76,4,0,0.819,Security,MEDIUM
0.0,4.56,79.4,94.26,0,0,1.0,Programming,HIGH
66.18,56.24,70.74,20.49,2,2,0.821,Backend,MEDIUM
78.32,74.42,70.91,0.0,2,0,0.825,Data Science,LOW
46.9,55.85,67.35,17.08,0,2,0.806,Security,LOW
67.54,59.45,78.65,24.42,2,3,1.0,Artificial Intelligence,MEDIUM
71.31,67.59,85.99,21.4,0,0,1.0,DevOps,MEDIUM
0.0,7.8,66.2,88.21,4,0,0.939,General,HIGH
19.42,26.94,70.0,61.52,0,0,0.674,Data Science,HIGH
15.27,25.43,84.97,70.07,0,0,0.785,Backend,HIGH
42.76,29.69,86.88,65.83,0,1,0.964,Artificial Intelligence,HIGH
14.48,12.31,67.45,81.74,1,0,0.903,Database,HIGH
68.67,53.82,74.46,27.72,1,0,0.991,Artificial Intelligence,MEDIUM
44.05,58.64,75.72,22.56,1,0,0.85,Database,MEDIUM
32.11,24.59,79.23,68.96,1,1,0.829,Software Engineering,HIGH
33.46,37.16,92.68,59.9,2,0,0.987,Data Science,HIGH
0.0,0.0,77.36,100.0,1,0,1.0,Testing,HIGH
7.36,15.87,66.99,76.31,0,0,1.0,Programming,HIGH
39.48,25.57,67.69,62.23,3,1,0.676,Artificial Intelligence,HIGH
76.79,74.57,76.29,2.25,3,0,0.986,Testing,LOW
43.56,45.02,82.02,45.12,1,0,1.0,Software Engineering,MEDIUM
22.87,15.96,77.39,79.37,0,0,0.897,Artificial Intelligence,HIGH
45.71,35.27,79.08,55.41,1,1,0.893,Database,HIGH
25.79,28.65,55.99,48.83,3,0,0.877,DevOps,MEDIUM
28.84,35.06,72.56,51.68,4,0,0.863,Artificial Intelligence,HIGH
57.0,37.52,77.67,51.69,1,1,0.917,Security,HIGH
9.19,14.0,81.53,82.82,0,0,0.931,Software Engineering,HIGH
43.93,39.17,65.19,39.91,0,0,0.881,Backend,MEDIUM
6.2,4.18,74.47,94.39,1,0,1.0,Software Engineering,HIGH
59.96,59.97,76.79,21.9,2,0,1.0,Programming,MEDIUM
20.48,29.67,63.89,53.56,1,2,1.0,Security,HIGH
6.99,20.83,83.46,75.04,0,0,1.0,Programming,HIGH
57.06,62.67,72.88,14.01,0,1,0.78,Backend,LOW
21.61,14.42,66.01,78.15,2,0,0.927,Artificial Intelligence,HIGH
46.28,31.56,69.04,54.29,2,1,0.903,Database,HIGH
52.64,49.26,69.51,29.13,0,0,0.858,Programming,MEDIUM
5.42,15.73,67.56,76.72,1,1,0.814,Database,HIGH
11.6,12.49,57.93,78.44,0,0,1.0,General,HIGH
69.28,57.94,73.69,21.37,1,1,1.0,Security,MEDIUM
49.45,42.0,78.59,46.56,0,0,1.0,Backend,MEDIUM
20.5,23.79,87.0,72.66,1,0,0.841,Artificial Intelligence,HIGH
20.49,35.52,77.59,54.23,2,1,1.0,Security,HIGH
57.79,60.37,78.1,22.7,0,0,0.952,Artificial Intelligence,MEDIUM
9.4,8.91,75.53,88.2,0,0,0.982,Artificial Intelligence,HIGH
34.47,45.78,64.92,29.48,2,0,0.924,Data Science,MEDIUM
47.82,53.03,66.42,20.16,0,1,0.926,Backend,MEDIUM
60.53,65.83,80.19,17.91,3,1,0.866,Testing,LOW
53.93,54.99,67.63,18.69,1,1,0.75,Database,LOW
48.83,54.72,78.65,30.43,1,0,1.0,General,MEDIUM
25.64,34.53,83.81,58.81,0,0,1.0,Security,HIGH
36.71,43.19,65.73,34.28,1,0,0.842,Programming,MEDIUM
31.56,35.82,69.86,48.72,2,2,1.0,Software Engineering,MEDIUM
27.01,16.89,69.81,75.81,1,0,0.866,Programming,HIGH
90.21,77.56,78.31,0.97,2,1,1.0,Security,LOW
32.52,33.11,83.81,60.5,0,1,0.985,Software Engineering,HIGH
59.65,58.75,67.64,13.14,2,0,0.885,Database,LOW
44.34,50.88,83.52,39.09,0,1,0.654,Programming,MEDIUM
81.98,78.5,58.45,0.0,0,0,0.82,Backend,LOW
100.0,100.0,78.57,0.0,1,0,0.946,Artificial Intelligence,LOW
34.11,30.63,80.95,62.17,0,0,1.0,DevOps,HIGH
44.27,44.86,51.64,13.12,0,0,0.915,Programming,LOW
2.91,1.93,60.51,96.81,2,0,0.985,Testing,HIGH
52.44,60.48,54.55,0.0,1,0,0.878,General,LOW
30.23,28.83,69.11,58.29,0,0,0.952,General,HIGH
34.76,40.06,55.96,28.41,1,0,0.692,Data Science,MEDIUM
17.75,26.51,71.62,62.99,0,0,0.962,DevOps,HIGH
0.3,3.94,80.14,95.08,0,0,1.0,Software Engineering,HIGH
37.84,52.06,63.63,18.19,1,0,1.0,Programming,LOW
35.44,54.23,71.43,24.08,3,2,0.761,Security,MEDIUM
71.68,77.8,79.87,2.59,0,1,1.0,General,LOW
32.15,39.07,72.69,46.25,1,0,0.736,Software Engineering,MEDIUM
40.1,39.93,67.02,40.43,3,0,0.782,Testing,MEDIUM
75.02,67.06,79.48,15.63,1,0,0.808,Software Engineering,LOW
52.38,44.83,76.57,41.45,0,0,0.749,Security,MEDIUM
61.93,45.75,73.67,37.9,0,1,0.932,General,MEDIUM
0.0,14.27,65.92,78.35,1,0,0.888,DevOps,HIGH
5.18,4.03,77.94,94.83,1,0,0.777,Software Engineering,HIGH
0.0,9.16,70.89,87.08,1,2,0.938,General,HIGH
27.11,56.35,82.38,31.6,1,1,0.792,Programming,MEDIUM
30.22,19.02,71.81,73.52,2,0,0.952,General,HIGH
29.99,30.6,59.76,48.79,1,0,1.0,Software Engineering,MEDIUM
51.16,48.29,72.37,33.27,3,0,0.854,Security,MEDIUM
97.92,94.12,77.62,0.0,2,0,0.939,Software Engineering,LOW
21.69,19.29,75.15,74.33,0,0,1.0,Security,HIGH
57.73,53.74,69.05,22.18,1,0,1.0,Software Engineering,MEDIUM
18.09,15.87,71.78,77.89,1,0,0.94,General,HIGH
32.8,36.46,76.3,52.22,2,1,0.909,DevOps,HIGH
31.87,21.15,82.35,74.31,0,0,0.955,Testing,HIGH
73.44,71.31,88.67,19.57,2,1,0.906,Software Engineering,LOW
67.51,58.48,83.99,30.38,0,1,0.951,Software Engineering,MEDIUM
71.41,61.99,82.94,25.26,2,1,0.92,Artificial Intelligence,MEDIUM
45.05,50.33,79.1,36.37,1,2,1.0,Backend,MEDIUM
74.55,81.1,75.15,0.0,2,0,0.801,General,LOW
32.12,29.4,58.79,50.0,0,0,0.524,Testing,MEDIUM
72.22,62.52,76.77,18.56,0,0,0.867,Programming,LOW
9.1,14.45,89.37,83.83,0,0,0.907,Programming,HIGH
41.97,35.93,70.6,49.1,0,1,0.926,Programming,MEDIUM
30.99,26.36,68.61,61.58,2,0,1.0,General,HIGH
39.42,32.21,70.52,54.33,0,0,0.926,Security,HIGH
44.81,38.63,63.89,39.53,0,0,1.0,General,MEDIUM
13.66,5.81,57.33,89.86,0,0,0.91,DevOps,HIGH
54.51,54.79,89.04,38.47,0,1,0.905,Programming,MEDIUM
0.0,7.89,66.23,88.09,1,0,0.747,Database,HIGH
48.8,47.32,83.31,43.19,1,0,0.935,General,MEDIUM
0.0,0.0,70.25,100.0,0,0,0.738,DevOps,HIGH
46.89,44.26,54.33,18.53,4,0,0.916,Security,LOW
50.05,44.8,79.14,43.39,3,0,0.995,Artificial Intelligence,MEDIUM
48.87,53.71,65.15,17.56,2,1,0.813,Backend,LOW
30.91,37.77,73.53,48.63,1,0,1.0,Database,MEDIUM
30.2,45.14,70.88,36.32,3,0,1.0,Security,MEDIUM
68.86,51.42,66.43,22.6,0,0,1.0,Testing,MEDIUM
58.86,51.87,60.7,14.54,1,1,0.636,Data Science,LOW
68.89,62.16,68.94,9.83,1,1,1.0,Database,LOW
64.66,77.94,63.82,0.0,1,0,0.749,DevOps,LOW
60.09,55.4,87.08,36.38,4,0,0.984,DevOps,MEDIUM
82.53,86.77,66.4,0.0,2,3,1.0,Data Science,LOW
70.42,72.59,76.56,5.18,4,0,0.787,Testing,LOW
34.55,34.49,77.16,55.3,1,0,0.941,DevOps,HIGH
59.74,62.91,68.6,8.29,2,0,0.889,DevOps,LOW
13.76,21.58,76.3,71.72,1,1,1.0,Backend,HIGH
43.88,45.98,54.25,15.26,1,1,0.814,DevOps,LOW
27.77,19.62,85.37,77.01,1,1,0.877,Testing,HIGH
69.35,56.49,77.88,27.46,1,1,0.773,Software Engineering,MEDIUM
23.86,15.48,69.97,77.87,1,0,0.978,Programming,HIGH
72.92,59.47,73.22,18.77,2,0,1.0,Security,LOW
35.42,31.53,83.03,62.03,0,0,1.0,Software Engineering,HIGH
58.89,60.97,60.51,0.0,2,0,0.926,Backend,LOW
46.08,29.07,85.63,66.05,0,0,0.886,Database,HIGH
81.89,79.27,88.69,10.63,1,0,0.794,Data Science,LOW
47.83,40.7,58.95,30.96,2,0,0.958,Data Science,MEDIUM
59.94,43.05,58.0,25.77,2,0,0.748,General,MEDIUM
47.14,54.28,87.03,37.63,1,0,1.0,Software Engineering,MEDIUM
40.45,32.27,79.81,59.57,2,1,0.862,DevOps,HIGH
55.93,57.55,68.44,15.92,0,0,0.762,DevOps,LOW
47.39,45.67,84.25,45.79,2,0,0.811,Security,MEDIUM
43.76,46.88,89.92,47.86,1,0,0.948,General,MEDIUM
29.7,32.06,85.27,62.4,0,0,1.0,Data Science,HIGH
71.63,72.61,64.03,0.0,1,2,0.981,General,LOW
70.13,61.53,69.49,11.45,4,0,1.0,Programming,LOW
5.7,11.92,58.02,79.46,0,1,0.945,Artificial Intelligence,HIGH
58.68,59.53,72.31,17.67,1,0,1.0,General,LOW
68.76,60.67,69.21,12.34,1,2,0.91,Testing,LOW
71.21,70.88,86.44,18.0,3,1,1.0,General,LOW
37.9,38.58,68.17,43.41,4,0,0.696,Programming,MEDIUM
22.32,31.7,62.71,49.45,0,0,1.0,Software Engineering,MEDIUM
34.89,44.73,71.29,37.26,0,2,1.0,DevOps,MEDIUM
17.67,8.35,69.37,87.97,0,0,1.0,Database,HIGH
44.39,51.57,89.23,42.21,1,0,0.949,Database,MEDIUM
65.47,69.54,73.09,4.86,0,1,0.67,Programming,LOW
45.18,49.66,84.38,41.15,1,0,0.988,Security,MEDIUM
1.55,15.69,79.69,80.31,0,1,0.873,Artificial Intelligence,HIGH
58.21,53.99,69.59,22.41,1,1,0.912,Artificial Intelligence,MEDIUM
27.47,23.83,68.03,64.97,1,1,0.772,Artificial Intelligence,HIGH
48.1,42.02,79.05,46.84,0,0,0.972,General,MEDIUM
63.42,60.22,72.52,16.97,0,0,0.992,General,LOW
9.81,11.41,52.77,78.38,0,1,0.757,Backend,HIGH
76.32,63.92,81.8,21.86,0,0,1.0,General,MEDIUM
57.76,67.9,60.5,0.0,1,3,0.786,Backend,LOW
16.94,14.68,86.21,82.97,0,0,0.936,Testing,HIGH
13.81,11.3,49.92,77.37,2,0,0.952,Artificial Intelligence,HIGH
